"hthwr","htowr","hthtor","hthtop","atawr","atowr","atator","atatop","gw"
0.625,0.375,1.375,0.48531827330589294,0.125,0.3125,2.5,0.43525901436805725,"h"
0.625,0.4375,2,0.44517362117767334,0.25,0.4375,1.25,0.49499422311782837,"h"
0.875,0.625,1.25,0.5233120322227478,0.625,0.625,1.75,0.5023958086967468,"h"
0.875,0.75,0.75,0.5098311305046082,0.75,0.6875,2.125,0.5170923471450806,"h"
0.375,0.3125,2.25,0.49439331889152527,0.25,0.3125,2.625,0.5150694251060486,"a"
0.5,0.375,1.375,0.510444164276123,0.5,0.625,1.75,0.4815624952316284,"h"
0.625,0.5,1.875,0.5369613766670227,0.25,0.3125,1.25,0.41263890266418457,"h"
0.75,0.5625,1.125,0.5203611254692078,0.375,0.3125,2.75,0.4987313449382782,"a"
0.625,0.6875,1.875,0.464722216129303,0.75,0.8125,1.375,0.5302672386169434,"h"
0.375,0.5625,1,0.5017677545547485,0.375,0.4375,1.625,0.5104544758796692,"a"
0.625,0.4375,1,0.5265972018241882,0.75,0.625,1.5,0.5126388669013977,"a"
0.25,0.375,1.625,0.47910407185554504,0.625,0.625,2.875,0.5422569513320923,"h"
0.5,0.3125,1.625,0.4398263990879059,0,0.125,1.625,0.4468402862548828,"h"
0.75,0.4375,0.875,0.4932002127170563,0.25,0.4375,1.75,0.48614582419395447,"h"
0.75,0.5625,1.625,0.5780555605888367,0.25,0.375,1.75,0.4852430522441864,"h"
0.75,0.75,1.375,0.5440278053283691,0.5,0.375,1.75,0.511721670627594,"h"
0.125,0.4375,2,0.5155555605888367,0.875,0.9375,0.5,0.49204862117767334,"a"
0.25,0.1875,1.875,0.45906248688697815,0.5,0.5625,1.375,0.5422222018241882,"a"
0.625,0.5,1.125,0.5047714710235596,0.25,0.5,1.5,0.5057553648948669,"h"
0.375,0.375,2.125,0.45537295937538147,0.5,0.5625,1.5,0.5344097018241882,"h"
0.375,0.3125,2.5,0.442691832780838,0.5,0.6875,1.75,0.4882467985153198,"h"
0.75,0.75,1.625,0.5457985997200012,0.375,0.5,2.125,0.5334722399711609,"h"
0.625,0.5625,1.625,0.47713249921798706,0.375,0.375,1,0.4596875011920929,"a"
0.375,0.4375,1.875,0.5038247108459473,0,0.25,2.25,0.42348816990852356,"h"
0.5,0.375,2.5,0.5097410082817078,0.75,0.5625,1.5,0.4928819537162781,"a"
0.25,0.125,2.625,0.48923611640930176,0.375,0.625,1.375,0.526591956615448,"a"
0.625,0.625,2.5,0.5507397055625916,0.625,0.625,1.75,0.5108680725097656,"h"
0.625,0.6875,0.75,0.5472569465637207,0.25,0.4375,1.5,0.4738541543483734,"h"
0.75,0.4375,0.375,0.49342572689056396,0.5,0.375,2,0.5083017349243164,"a"
1,0.9375,0.5,0.47967711091041565,0.375,0.5625,2.25,0.5259374976158142,"h"
0.375,0.25,1.875,0.4598610997200012,0.125,0.25,2.375,0.5012847185134888,"h"
0.125,0.4375,1.75,0.5022569298744202,0.25,0.375,1,0.4714583456516266,"a"
0.875,0.8125,1.125,0.5181944370269775,0.625,0.5625,1.875,0.518750011920929,"h"
0.625,0.625,1.75,0.5464583039283752,0.25,0.4375,1.375,0.5004456043243408,"h"
0.375,0.1875,2.125,0.5015972256660461,0.25,0.4375,1.875,0.5253124833106995,"h"
0.75,0.6875,2.375,0.5664235949516296,0.125,0.3125,1.125,0.47274306416511536,"h"
0.5,0.4375,2.125,0.4746090769767761,0.75,0.875,1,0.4994097352027893,"h"
0.375,0.375,2.25,0.4764419198036194,0.625,0.375,2,0.5066184997558594,"h"
0.5,0.375,1.875,0.45220571756362915,0.125,0.25,1.875,0.4556249976158142,"h"
0.5,0.5625,2,0.5459374785423279,0.625,0.625,2.625,0.5095486044883728,"a"
0.375,0.3125,2.125,0.49948278069496155,0.5,0.5625,1.25,0.520712673664093,"a"
0.25,0.1875,1.75,0.5028125047683716,0.25,0.5,1.375,0.47420138120651245,"a"
0.625,0.5625,1.5,0.48181408643722534,0.625,0.6875,1.625,0.5440643429756165,"h"
0.75,0.5625,1.75,0.5775347352027893,0.25,0.5,1.5,0.5051303505897522,"h"
0.5,0.375,1,0.5140625238418579,0.625,0.75,1.375,0.49960097670555115,"a"
0.5,0.5625,2,0.4612500071525574,0.5,0.6875,1.375,0.5300641655921936,"a"
0.625,0.4375,2,0.44711804389953613,0,0.25,2.125,0.4464742839336395,"h"
0.5,0.625,1,0.5075316429138184,0.625,0.75,1.625,0.5021528005599976,"h"
0.5,0.5,1.625,0.45966723561286926,0.75,0.6875,2.25,0.5318145155906677,"a"
0.375,0.4375,2.125,0.5218402743339539,0.5,0.4375,2.375,0.47361066937446594,"h"
0.375,0.25,1.5,0.5064930319786072,0.375,0.4375,2.5,0.5005021691322327,"h"
0.375,0.375,2,0.4909905195236206,0.25,0.375,1.375,0.4123263955116272,"a"
0.625,0.375,1,0.518881618976593,0.625,0.625,2.125,0.526536762714386,"h"
0.375,0.4375,2.125,0.5216666460037231,0.625,0.625,1,0.49099045991897583,"a"
0.5,0.5625,2.125,0.5421527624130249,0.375,0.5625,1.375,0.4798263907432556,"a"
0.625,0.625,2.125,0.46312499046325684,0,0.1875,1.625,0.4715277850627899,"h"
0.375,0.3125,1,0.4973958432674408,0.5,0.4375,2.5,0.4905203878879547,"a"
0.625,0.4375,1.875,0.5161975026130676,0.75,0.75,1.5,0.5171180367469788,"a"
0.75,0.5,1,0.5078611373901367,0.25,0.3125,1.5,0.49791666865348816,"h"
0.375,0.1875,1.75,0.44399306178092957,0.625,0.625,2.25,0.4897569417953491,"a"
0.5,0.375,2,0.4385764002799988,0.625,0.75,1.5,0.5231249928474426,"a"
0.875,0.6875,1,0.545464813709259,0,0.1875,2.25,0.43829861283302307,"h"
0.625,0.5625,1.375,0.48768213391304016,0.75,0.875,1,0.5016666650772095,"a"
0.875,0.625,1.25,0.575208306312561,0.5,0.3125,2,0.5118268728256226,"h"
0.875,0.75,1.125,0.5122964382171631,0.5,0.625,2.125,0.5066685080528259,"h"
0.625,0.6875,0.875,0.5293719172477722,0.375,0.4375,1.875,0.46253472566604614,"h"
0.75,0.6875,0.875,0.5532639026641846,0.125,0.3125,1.5,0.40166667103767395,"h"
0.625,0.375,1,0.5465205311775208,0.625,0.625,1.375,0.5321875214576721,"a"
0.375,0.375,1.625,0.43980610370635986,0.375,0.5625,1.5,0.5044012069702148,"a"
0.5,0.375,2.125,0.5113711357116699,0.25,0.3125,2.25,0.5081944465637207,"a"
0.625,0.625,2,0.5456249713897705,0.25,0.375,1.875,0.46215277910232544,"a"
0.375,0.3125,2.125,0.5018786191940308,0,0.1875,2.25,0.4589395523071289,"h"
0.375,0.1875,1.875,0.49253472685813904,0.75,0.75,1.5,0.5237500071525574,"a"
0.625,0.5,2.25,0.4912410080432892,0.5,0.5,2.375,0.5095139145851135,"h"
0.75,0.5625,0.5,0.48863404989242554,0.625,0.625,1.5,0.48982638120651245,"h"
1,0.875,0.5,0.48325350880622864,0.375,0.5625,1.75,0.49930742383003235,"h"
0.375,0.1875,1.75,0.43795138597488403,0.5,0.6875,1.875,0.5344097018241882,"a"
0.75,0.6875,1.125,0.5129861235618591,0.625,0.75,1.25,0.5381597280502319,"a"
0.625,0.625,1.25,0.49272286891937256,0.625,0.625,1.375,0.5368402600288391,"h"
0.625,0.625,1.625,0.5401389002799988,0.375,0.5,2.25,0.48609721660614014,"h"
0.5,0.375,1.375,0.5212500095367432,0.375,0.375,2,0.45454859733581543,"h"
0.75,0.6875,0.75,0.551770806312561,0.25,0.375,1.5,0.5311111211776733,"h"
0.25,0.375,2.25,0.4854166805744171,0.625,0.5625,2.125,0.5193750262260437,"a"
0.5,0.5625,1,0.4889381527900696,0.5,0.625,1.25,0.47767361998558044,"a"
1,0.8125,1,0.5534027814865112,0.25,0.3125,1.125,0.4950636923313141,"h"
0.75,0.6875,0.875,0.5149305462837219,0,0.1875,1.5,0.48381945490837097,"h"
0.625,0.625,1.5,0.5032029747962952,0.375,0.375,1.125,0.4502083361148834,"h"
0.875,0.75,1.125,0.5296527743339539,0.125,0.375,0.875,0.48152777552604675,"h"
0.625,0.625,0.875,0.5296496748924255,0.625,0.6875,1.875,0.5109722018241882,"h"
1,0.875,0.75,0.4837152659893036,0.5,0.4375,2,0.5096558928489685,"h"
0.75,0.6875,1.5,0.4628472328186035,0.25,0.3125,1.125,0.4943055510520935,"h"
0.75,0.5625,1.75,0.5383680462837219,0.375,0.25,2.25,0.5017361044883728,"h"
0.125,0.25,1.75,0.5030645728111267,0.125,0.25,2.25,0.4522826373577118,"a"
0.875,0.625,1.625,0.5412499904632568,0.5,0.6875,1.75,0.5228819251060486,"h"
0.5,0.3125,1.875,0.4466501772403717,0.25,0.4375,0.75,0.5093402862548828,"a"
0.5,0.5625,1.125,0.4753819406032562,0.75,0.75,1.5,0.5418750047683716,"a"
0.375,0.1875,1.5,0.4913194477558136,0.375,0.3125,2.5,0.48072871565818787,"h"
0.5,0.5625,1.125,0.5202052593231201,0.625,0.6875,1.125,0.542847216129303,"a"
0.375,0.375,2,0.5009905099868774,0.25,0.375,2,0.4478472173213959,"h"
0.375,0.1875,1.375,0.4329513907432556,0.75,0.75,1.875,0.5471270680427551,"a"
0.5,0.5625,2.25,0.4830293655395508,0.5,0.625,1.5,0.5085069537162781,"a"
0.25,0.25,2,0.4871028959751129,0.625,0.8125,1.375,0.5454166531562805,"a"
0.5,0.5,2,0.5455208420753479,0.25,0.3125,1.25,0.48961228132247925,"h"
0.75,0.6875,2.125,0.566319465637207,0.25,0.3125,2,0.4424305558204651,"h"
0.625,0.4375,1.75,0.5301210880279541,0.5,0.6875,1.375,0.48550376296043396,"h"
0.625,0.625,1.5,0.5395833253860474,0.25,0.1875,2.125,0.4894097149372101,"h"
0.625,0.4375,1.25,0.5648191571235657,0.125,0.375,1.625,0.5146527886390686,"h"
0.5,0.3125,1.5,0.4567890465259552,0.25,0.3125,2,0.4431944489479065,"h"
0.375,0.1875,1.5,0.4967361092567444,0.375,0.3125,1.125,0.487951397895813,"a"
0.375,0.3125,1.125,0.4932291805744171,0.5,0.625,1.875,0.5178472399711609,"h"
0.875,0.6875,1.375,0.511597216129303,0,0.1875,1.75,0.4747381806373596,"h"
0.375,0.25,1.75,0.4568749964237213,0.75,0.625,0.625,0.4957126975059509,"a"
0.75,0.5625,2.125,0.5038799047470093,0.375,0.3125,2.5,0.47513845562934875,"h"
0.875,0.8125,0.75,0.574340283870697,0.75,0.875,0.625,0.49909722805023193,"h"
0.75,0.625,0.5,0.4872104227542877,0.375,0.375,1,0.4482291638851166,"h"
0.375,0.3125,2.125,0.42038193345069885,0.375,0.4375,2.375,0.5104513764381409,"a"
0.5,0.5625,2,0.5590277910232544,0.5,0.5,1.625,0.5008711814880371,"h"
0.75,0.625,1.5,0.49483728408813477,0.5,0.6875,2.125,0.5346210598945618,"h"
0.625,0.5,2.375,0.4924910068511963,0.375,0.625,1.75,0.5189400315284729,"a"
0.75,0.5,1.25,0.5678052306175232,0.25,0.3125,1.25,0.448888897895813,"h"
0.625,0.5625,1.5,0.5076358914375305,0.375,0.25,1.75,0.49715277552604675,"a"
0.625,0.5625,1.625,0.5497569441795349,0.125,0.25,2.25,0.43840277194976807,"h"
0.25,0.3125,2.375,0.4753819406032562,0.625,0.6875,1.25,0.4951736032962799,"a"
0.875,0.6875,1.75,0.5548611283302307,0.5,0.5,1.25,0.48868054151535034,"h"
0.25,0.25,1.875,0.4323408305644989,0.75,0.75,1.625,0.5457291603088379,"a"
0.375,0.5,2.25,0.48260417580604553,0.25,0.3125,2,0.4635673463344574,"a"
0.5,0.3125,1.375,0.4634374976158142,0.5,0.5,1.75,0.5078125,"a"
0.875,0.8125,1.25,0.4938194453716278,0.625,0.625,2.375,0.46416667103767395,"a"
0.75,0.625,1.5,0.5595138669013977,0.625,0.8125,1.375,0.5380902886390686,"a"
0.5,0.25,1.125,0.4314519464969635,0.25,0.3125,1.375,0.4971591532230377,"h"
0.75,0.75,0.875,0.5602430701255798,0.625,0.75,1.5,0.4874725341796875,"a"
0.375,0.5,2.25,0.5480208396911621,0.625,0.6875,1.25,0.5475000143051147,"a"
0.625,0.5625,1.625,0.5450694561004639,0.625,0.5,1.625,0.519618034362793,"a"
0.625,0.5625,1.5,0.5590624809265137,0.375,0.5,2.625,0.4735416769981384,"h"
0.375,0.1875,1.5,0.5007985830307007,0.25,0.375,1.625,0.42329859733581543,"a"
0.5,0.5,1.5,0.5054135918617249,0.375,0.5625,0.625,0.5289583206176758,"a"
0.5,0.5,1.375,0.5179861187934875,0.75,0.75,1.75,0.5503909587860107,"a"
0.25,0.25,1.625,0.432931125164032,0.25,0.4375,1.5,0.5144444704055786,"a"
0.5,0.5,1.5,0.5049970149993896,0.375,0.375,1.875,0.48012983798980713,"a"
0.25,0.4375,2.25,0.5360069274902344,0.125,0.3125,1.875,0.48868054151535034,"a"
0.75,0.6875,1.375,0.4512847363948822,0.75,0.625,1.25,0.492587685585022,"h"
0.625,0.6875,1,0.5124745965003967,0.5,0.6875,1.75,0.5170739889144897,"a"
0.125,0.25,1.875,0.5040715336799622,0.25,0.25,2.625,0.4550177752971649,"h"
0.375,0.3125,1.875,0.5224305391311646,0.25,0.3125,1.625,0.48313137888908386,"a"
0.5,0.3125,1.75,0.457013875246048,0.625,0.75,1.625,0.4877502918243408,"h"
0.75,0.6875,0.625,0.48213523626327515,0.625,0.625,2,0.4822569489479065,"h"
0.75,0.5625,1.75,0.5320138931274414,0.75,0.8125,0.625,0.49628472328186035,"a"
1,0.8125,0.875,0.5625,0.375,0.3125,0.75,0.49076390266418457,"h"
0.375,0.375,1.875,0.4561458230018616,0.25,0.5,1.875,0.5071874856948853,"h"
0.25,0.3125,2.375,0.48196402192115784,0.75,0.5625,1.375,0.5373610854148865,"a"
0.625,0.6875,1.125,0.5162940621376038,0.25,0.375,1.375,0.4151389002799988,"h"
0.25,0.3125,1.75,0.5227173566818237,0.25,0.4375,2.625,0.47572916746139526,"h"
0.375,0.3125,1.625,0.5169791579246521,0.125,0.375,1.5,0.4956597089767456,"h"
0.875,0.75,1.375,0.5034375190734863,0.5,0.5,1.75,0.5210763812065125,"h"
0.25,0.25,2.25,0.4900122582912445,0.5,0.5625,1.5,0.5196436047554016,"a"
0.625,0.6875,1.25,0.47961804270744324,0,0.1875,1.875,0.4801041781902313,"h"
1,0.8125,1,0.5431597232818604,0.5,0.5,1.25,0.500034749507904,"h"
0.875,0.75,0.5,0.5251907706260681,0.125,0.3125,2.5,0.45402777194976807,"h"
0.25,0.25,1.5,0.4693402647972107,0.25,0.375,2.25,0.45663195848464966,"a"
0.75,0.6875,1.5,0.4619791805744171,0.375,0.5,2.25,0.5359752178192139,"h"
0.625,0.625,1.375,0.5101041793823242,0.625,0.4375,2.5,0.5154513716697693,"a"
0.875,0.8125,1.375,0.48934027552604675,0.5,0.5,1.75,0.507777750492096,"h"
0.625,0.6875,1.625,0.48819443583488464,0.75,0.875,1.25,0.5398958325386047,"a"
0.75,0.625,1.375,0.5462499856948853,0.25,0.25,1.75,0.4759722352027893,"h"
1,0.8125,1.25,0.5144097208976746,0.5,0.6875,1.25,0.4740277826786041,"h"
0.75,0.5,1.875,0.5118749737739563,0.25,0.4375,2,0.4968402683734894,"h"
0.625,0.5625,1.125,0.5167708396911621,0.25,0.3125,1.25,0.4486805498600006,"h"
0.5,0.3125,1.875,0.5223433375358582,0.5,0.625,0.5,0.5293055772781372,"a"
0.625,0.6875,1.25,0.5225093364715576,0.25,0.25,0.75,0.4746527671813965,"h"
0.25,0.25,1.625,0.4733680486679077,0.25,0.375,2.625,0.47677081823349,"a"
0.25,0.25,1.375,0.43187499046325684,0.125,0.25,1.875,0.4968055486679077,"a"
0.625,0.4375,1.625,0.4911110997200012,0.375,0.4375,1.875,0.4796527922153473,"h"
0.5,0.375,1.5,0.4730902910232544,0.375,0.3125,2.125,0.47126778960227966,"a"
0.5,0.625,2,0.5069097280502319,0.5,0.625,1.5,0.5310763716697693,"h"
0.125,0.375,2.25,0.526562511920929,0.75,0.8125,0.625,0.5042014122009277,"a"
0.625,0.5,1.375,0.5632999539375305,0.5,0.4375,1.75,0.4949896037578583,"a"
0.375,0.4375,1.875,0.4826359152793884,0.75,0.75,1.875,0.5422222018241882,"a"
0.875,0.6875,1.5,0.5432639122009277,0.5,0.5625,2,0.47968751192092896,"h"
0.5,0.375,1.25,0.4748263955116272,0.625,0.375,2.875,0.5106596946716309,"h"
0.25,0.3125,2.5,0.4918525516986847,0.375,0.5625,1.625,0.5138888955116272,"a"
0.75,0.625,1.375,0.47652778029441833,0.5,0.4375,1.75,0.49038195610046387,"a"
0.625,0.4375,2.375,0.511631965637207,0.375,0.5,1,0.4316319525241852,"a"
0.375,0.3125,1.375,0.5388284921646118,0.625,0.5625,1.375,0.5019791722297668,"h"
0.375,0.3125,1.25,0.504895806312561,0.625,0.8125,1.5,0.4940350353717804,"a"
0.75,0.75,0.875,0.5565277934074402,0.5,0.5625,1.625,0.5247916579246521,"h"
0.875,0.6875,1.25,0.5248264074325562,0.75,0.6875,1.125,0.5033515691757202,"h"
0.5,0.4375,1.625,0.5007985830307007,0.25,0.3125,1.75,0.5013541579246521,"a"
0.75,0.625,1.375,0.5581871867179871,0.625,0.625,1.625,0.5393402576446533,"h"
0.125,0.1875,2.25,0.4900889992713928,0.625,0.5,1.25,0.4793646037578583,"a"
0.5,0.5,1.625,0.5151041746139526,0.875,0.9375,1,0.5479166507720947,"a"
0.625,0.4375,0.875,0.44617095589637756,0.375,0.5625,1.5,0.5116751790046692,"h"
0.875,0.6875,0.5,0.5359894037246704,0.125,0.1875,1.75,0.4626452922821045,"h"
0.875,0.8125,1.375,0.47545138001441956,0.25,0.25,1.875,0.4563194513320923,"h"
0.375,0.25,1.25,0.5228641629219055,0.375,0.5,2.25,0.5206627249717712,"a"
0.875,0.8125,1.25,0.5490278005599976,0.125,0.25,1.5,0.45472222566604614,"h"
0.25,0.3125,2.625,0.502303957939148,0.75,0.8125,0.75,0.47121527791023254,"a"
1,0.9375,1.125,0.5254166722297668,0.625,0.5625,1.75,0.5045833587646484,"h"
0.875,0.625,1.75,0.5199999809265137,0.5,0.4375,1.875,0.49552083015441895,"h"
0.625,0.5625,1.375,0.507847249507904,0.625,0.6875,0.875,0.5277430415153503,"a"
1,0.8125,1.5,0.524097204208374,0.125,0.1875,2,0.43829861283302307,"h"
0.625,0.6875,1.375,0.4890972077846527,0.125,0.125,1.375,0.4713541567325592,"h"
0.375,0.3125,1.5,0.5093749761581421,0.625,0.625,1.5,0.5307638645172119,"a"
0.375,0.3125,1.5,0.5331340432167053,0.625,0.375,2.875,0.5179513692855835,"a"
0.375,0.25,1.375,0.5289058089256287,0.375,0.4375,2.75,0.47593748569488525,"h"
0.625,0.5,1.375,0.4806250035762787,0.625,0.75,1.5,0.535893440246582,"a"
0.75,0.5,1,0.45207372307777405,0.5,0.6875,1.125,0.4909375011920929,"h"
0.5,0.5625,1.875,0.4677663743495941,0.375,0.5625,1.5,0.5214697122573853,"h"
0.625,0.5,1.25,0.5536819100379944,0.125,0.375,2.25,0.488159716129303,"h"
0.75,0.5625,1.25,0.5327777862548828,0.625,0.5625,1.375,0.5032986402511597,"a"
0.625,0.4375,1,0.4892013967037201,0.125,0.1875,1.5,0.4658397138118744,"h"
0.75,0.6875,1,0.5539676547050476,0.125,0.25,1.75,0.4771527647972107,"h"
0.375,0.375,1.75,0.4811111092567444,0.5,0.625,1.25,0.5114668011665344,"a"
0.25,0.1875,1.375,0.4768750071525574,0.625,0.625,1.125,0.5151041746139526,"a"
0.5,0.3125,2.625,0.5012500286102295,0.25,0.3125,1.75,0.48142361640930176,"a"
0.25,0.1875,1.5,0.42857638001441956,0.375,0.5,1.125,0.4545833468437195,"h"
0.375,0.5,1.875,0.4953819513320923,0.5,0.375,2,0.4928302764892578,"a"
0.625,0.5,1.875,0.4811805486679077,0.375,0.5,1.75,0.46184027194976807,"a"
0.125,0.125,2.25,0.47734594345092773,0.625,0.75,1.5,0.5405462384223938,"a"
0.75,0.6875,1.5,0.5523611307144165,0.375,0.375,1.5,0.5179513692855835,"a"
0.375,0.4375,1.625,0.47662895917892456,0.875,0.9375,0.75,0.5125347375869751,"h"
0.375,0.5,1.75,0.5019097328186035,0.75,0.6875,1.25,0.49914708733558655,"a"
0.25,0.4375,2.375,0.5273958444595337,0.25,0.5625,2.125,0.5164930820465088,"h"
0.75,0.5,1,0.45264530181884766,0.125,0.25,1.25,0.46626871824264526,"h"
0.375,0.5,2.125,0.45627331733703613,0.75,0.8125,0.75,0.4736805558204651,"a"
0.625,0.5,1.25,0.5474666357040405,0.5,0.75,1.75,0.48576387763023376,"h"
0.875,0.6875,0.5,0.5388365983963013,0.625,0.75,2.25,0.5365971922874451,"h"
0.25,0.1875,1.5,0.4373264014720917,0.625,0.6875,0.875,0.5254861116409302,"h"
0.625,0.375,1.75,0.5053819417953491,0.625,0.5,1.625,0.4886701703071594,"h"
0.875,0.8125,1.375,0.499895840883255,0.25,0.3125,1.75,0.49263888597488403,"h"
1,0.75,1.375,0.5386805534362793,0.125,0.25,1.375,0.47824788093566895,"h"
0.625,0.5,1.625,0.4878472089767456,0.125,0.25,1.625,0.47343748807907104,"h"
0.375,0.4375,1.625,0.48694854974746704,0.625,0.5,1.875,0.49426373839378357,"a"
0.75,0.5,2,0.5210763812065125,0.625,0.5,1.375,0.4857291579246521,"a"
0.25,0.375,2.375,0.5080678462982178,0.25,0.1875,1.25,0.47225695848464966,"a"
0.375,0.375,1.375,0.4887847304344177,0.25,0.3125,3,0.48444443941116333,"h"
0.625,0.625,1.625,0.4945138990879059,0.25,0.5,2.75,0.4675000011920929,"h"
0.875,0.75,1.125,0.5362153053283691,0.125,0.1875,1.375,0.4772980511188507,"h"
0.625,0.6875,1.125,0.4921875,0.375,0.5,2.25,0.5160793662071228,"h"
0.625,0.5625,1.25,0.5265972018241882,0.625,0.4375,2.625,0.5202430486679077,"a"
0.5,0.4375,1,0.4732638895511627,0.625,0.75,1,0.5119444727897644,"a"
1,0.9375,1,0.49871528148651123,0.25,0.4375,1.625,0.5304280519485474,"h"
0.875,0.75,1.125,0.511631965637207,0.5,0.625,1.5,0.5263888835906982,"h"
0.5,0.375,1.375,0.5203562378883362,0.25,0.5,2.25,0.5061458349227905,"h"
0.875,0.8125,1.375,0.48597222566604614,0.125,0.375,2,0.5005555748939514,"h"
0.5,0.5625,1.625,0.4953819513320923,0.5,0.75,1.625,0.4809027910232544,"a"
0.375,0.25,1,0.4925000071525574,0.625,0.75,2.5,0.5489930510520935,"a"
0.625,0.625,1.625,0.5636805295944214,0.5,0.5625,1.125,0.44225695729255676,"a"
0.5,0.3125,1.25,0.5275694727897644,0,0.125,2.125,0.43666666746139526,"h"
0.5,0.5625,1.625,0.4976041615009308,0.375,0.5,1.375,0.5037237405776978,"h"
0.375,0.5,2.125,0.5242360830307007,0.375,0.3125,2,0.49725693464279175,"h"
1,0.9375,1,0.503576397895813,0.625,0.625,1.75,0.5107790231704712,"h"
0.125,0.1875,2,0.48304039239883423,0.375,0.5,1.75,0.5264697074890137,"a"
0.75,0.625,1.125,0.5427871346473694,0.125,0.25,3.25,0.48614582419395447,"h"
1,0.8125,0.875,0.5191666483879089,0.375,0.375,1.5,0.5198958516120911,"h"
0.125,0.125,1.5,0.45965278148651123,0.75,0.8125,0.75,0.5291666388511658,"a"
